MO_1139-Tumor,,,,,,,
CRPC,,,,,,,
bone,,,,,,,
,RBMY1F,1,,,,,
,RBMY1J,1,,,,,
,REREP3,1,,,,,
,RGPD6,1,,,,,
,RHPN2,1,,,,,
,ROM1,1,,,,,
,Sep-10,1,,,,,
,SH3RF3,1,,,,,
,SNORD107,1,,,,,
,SNORD108,1,,,,,
,SNORD109A,1,,,,,
,SNORD109B,1,,,,,
,SNORD115-1,1,,,,,
,SNORD115-10,1,,,,,
,SNORD115-11,1,,,,,
,SNORD115-12,1,,,,,
,SNORD115-13,1,,,,,
,SNORD115-14,1,,,,,
,SNORD115-15,1,,,,,
,SNORD115-16,1,,,,,
,SNORD115-17,1,,,,,
,SNORD115-18,1,,,,,
,SNORD115-19,1,,,,,
,SNORD115-2,1,,,,,
,SNORD115-20,1,,,,,
,SNORD115-21,1,,,,,
,SNORD115-22,1,,,,,
,SNORD115-23,1,,,,,
,SNORD115-24,1,,,,,
,SNORD115-25,1,,,,,
,SNORD115-26,1,,,,,
,SNORD115-27,1,,,,,
,SNORD115-28,1,,,,,
,SNORD115-29,1,,,,,
,SNORD115-3,1,,,,,
,SNORD115-30,1,,,,,
,SNORD115-31,1,,,,,
,SNORD115-32,1,,,,,
,SNORD115-33,1,,,,,
,SNORD115-34,1,,,,,
,SNORD115-35,1,,,,,
,SNORD115-36,1,,,,,
,SNORD115-37,1,,,,,
,SNORD115-38,1,,,,,
,SNORD115-39,1,,,,,
,SNORD115-4,1,,,,,
,SNORD115-40,1,,,,,
,SNORD115-41,1,,,,,
,SNORD115-42,1,,,,,
,SNORD115-43,1,,,,,
,SNORD115-44,1,,,,,
,SNORD115-45,1,,,,,
,SNORD115-47,1,,,,,
,SNORD115-48,1,,,,,
,SNORD115-5,1,,,,,
,SNORD115-6,1,,,,,
,SNORD115-7,1,,,,,
,SNORD115-8,1,,,,,
,SNORD115-9,1,,,,,
,SNORD116-1,1,,,,,
,SNORD116-10,1,,,,,
,SNORD116-11,1,,,,,
,SNORD116-12,1,,,,,
,SNORD116-13,1,,,,,
,SNORD116-14,1,,,,,
,SNORD116-15,1,,,,,
,SNORD116-16,1,,,,,
,SNORD116-17,1,,,,,
,SNORD116-18,1,,,,,
,SNORD116-19,1,,,,,
,SNORD116-2,1,,,,,
,SNORD116-20,1,,,,,
,SNORD116-21,1,,,,,
,SNORD116-22,1,,,,,
,SNORD116-23,1,,,,,
,SNORD116-24,1,,,,,
,SNORD116-25,1,,,,,
,SNORD116-26,1,,,,,
,SNORD116-27,1,,,,,
,SNORD116-28,1,,,,,
,SNORD116-29,1,,,,,
,SNORD116-3,1,,,,,
,SNORD116-4,1,,,,,
,SNORD116-5,1,,,,,
,SNORD116-6,1,,,,,
,SNORD116-7,1,,,,,
,SNORD116-8,1,,,,,
,SNORD116-9,1,,,,,
,SNORD64,1,,,,,
,SNRPN,1,,,,,
,SNURF,1,,,,,
,SOWAHC,1,,,,,
,SPRY3,1,,,,,
,SSX2,1,,,,,
,SSX2B,1,,,,,
,SSX7,1,,,,,
,SSX8,1,,,,,
,TMEM179,1,,,,,
,TPCN2,1,,,,,
,TPTE2,1,,,,,
,TRIM48,1,,,,,
,TRIM49,1,,,,,
,TRIM49D2P,1,,,,,
,TRIM51,1,,,,,
,TRIM53AP,1,,,,,
,TRIM64,1,,,,,
,TRIM64B,1,,,,,
,TRIM77,1,,,,,
,TTTY17A,1,,,,,
,TTTY17B,1,,,,,
,TTTY17C,1,,,,,
,TTTY4,1,,,,,
,TTTY4B,1,,,,,
,TTTY4C,1,,,,,
,TTTY6,1,,,,,
,TTTY6B,1,,,,,
,TUBA3C,1,,,,,
,TUBGCP5,1,,,,,
,TYR,1,,,,,
,UBE3A,1,,,,,
,UBTFL1,1,,,,,
,VAMP7,1,,,,,
,WDR6,1,,,,,
,WHAMMP3,1,,,,,
,XAGE1B,1,,,,,
,XAGE1E,1,,,,,
,XAGE2,1,,,,,
,XAGE2B,1,,,,,
,ZMYM5,1,,,,,
