MO_1184-Tumor,,,,,,,,,,,,
CRPC,,,,,,,,,,,,
Liver,,,,,,,,,,,,
,ABI2,1,,,,,,,,,,
,ACTN2,1,,,,,,,,,,
,ANKRD17,1,,,,,,,,,,
,APC2,1,,,,,,,,,,
,AR,1,,,,,,,,,,
,ARHGAP29,1,,,,,,,,,,
,ARHGEF18,1,,,,,,,,,,
,ARSG,1,,,,,,,,,,
,BLNK,1,,,,,,,,,,
,C19ORF35,2,,,,,,,,,,
,C19ORF35,1,,,,,,,,,,
,C2ORF44,1,,,,,,,,,,
,C9ORF172,1,,,,,,,,,,
,CAPZA3,1,,,,,,,,,,
,CBR3,1,,,,,,,,,,
,CCDC183,1,,,,,,,,,,
,CCDC85A,1,,,,,,,,,,
,CD177,1,,,,,,,,,,
,CDH23,1,,,,,,,,,,
,CDON,1,,,,,,,,,,
,CHRNB4,1,,,,,,,,,,
,CLK2,1,,,,,,,,,,
,CNKSR2,1,,,,,,,,,,
,CPT2,1,,,,,,,,,,
,CTNNA2,1,,,,,,,,,,
,CYP11A1,1,,,,,,,,,,
,DCHS1,1,,,,,,,,,,
,DNHD1,1,,,,,,,,,,
,DOK3,1,,,,,,,,,,
,DTX4,1,,,,,,,,,,
,E2F4,1,,,,,,,,,,
,EARS2,1,,,,,,,,,,
,EIF4ENIF1,1,,,,,,,,,,
,EXOC3,1,,,,,,,,,,
,FAM179A,2,,,,,,,,,,
,FAM179A,1,,,,,,,,,,
,FAM69C,1,,,,,,,,,,
,FGD6,1,,,,,,,,,,
,GALNT8,1,,,,,,,,,,
,GHSR,1,,,,,,,,,,
,GPM6A,1,,,,,,,,,,
,GPR4,1,,,,,,,,,,
,GSN,1,,,,,,,,,,
,HDGFRP2,1,,,,,,,,,,
,HIST1H2BF,1,,,,,,,,,,
,HSPH1,1,,,,,,,,,,
,HUNK,1,,,,,,,,,,
,IFRD2,1,,,,,,,,,,
,IL31RA,1,,,,,,,,,,
,IQSEC3,1,,,,,,,,,,
,KCNMB1,1,,,,,,,,,,
,KCNT2,1,,,,,,,,,,
,KISS1R,1,,,,,,,,,,
,LHFPL3,1,,,,,,,,,,
,LHX9,1,,,,,,,,,,
,MARCH6,1,,,,,,,,,,
