,RWDD2B,1
,SYNPO2L,1
,HOXB1,1
,KDR,1
,GLUD1,1
,PCDHA10,1
,GYS1,1
,ALOXE3,1
,ERG,1
,FAM151B,1
,MYH14,1
,SYNE2,1
,HEPH,1
,AGAP5,1
,NINL,1
,MSN,1
,PPP3CB,1
,DDIT4,1
,RPS6KA5,1
,UFSP1,1
,TRPM8,1
,TLN2,1
,PKN3,1
,PIK3R5,1
,BMS1P4,1
,LAMB1,1
,WDFY3,1
,MIR3146,1
,FGGY,1
,PTOV1,1
,CCDC39,1
,GPR55,1
,ITGB4,1
,MUC6,1
,PCDHA13,1
,SEC24C,1
,AFAP1,1
,NDST2,1
,FOXM1,1
,CYFIP1,1
,TWISTNB,1
,TNPO3,1
,SYMPK,1
,SOCS6,1
,DCUN1D4,1
,ERBB3,1
,C3,1
,TMEM196,1
,NIN,1
,SYT5,1
,MIR223,1
,MGAT1,1
,PLXNA1,1
,LINC00189,1
,ASCC1,1
,GMCL1,1
,GPATCH3,1
,SPOCK2,1
,ZNF239,1
,SON,1
,DCAF12,1
,ANAPC16,1
,MUC17,1
,SLC4A1AP,1
,USP16,1
,NIPBL,1
,CCT8,1
,MICU1,1
,LRRC8A,1
,ASMTL,1
,CLP1,1
,TTLL4,1
,CFH,1
,SCN4A,1
,FUT11,1
,DYNC1H1,1
,IZUMO2,1
,POLR1D,1
,SULT1C2,1
,ZWILCH,1
,CCDC18,1
,ARHGAP15,1
,LAS1L,1
,TBC1D9B,1
,MIR-3146/3146,1
,HDAC9,1
,UBL7,1
,ASH1L,1
,SLC12A5,1
,FRMD8P1,1
,POLR2A,1
,BAZ1A,1
,DYRK2,1
,USP54,1
,SNF8,1
,C11ORF30,1
,HSD52,1
,MAP3K7CL,1
,ZAN,1
,IQUB,1
,BACH1,1
,KLHL6,1
,CELSR3,1
,TTN,1
,FLG,1
,MDN1,1
,MSLNL,1
,RBBP5,1
,RHBDD2,1
,DNAJB12,1
,NEDD9,1
,HEY2,1
,ZNF221,1
,HIPK2,1
,ZNF462,1
,MIR4711,1
,HOOK1,1
,TTC39C,1
,C1ORF131,1
,FZD3,1
,ZSWIM8,1
,ITPR1,1
,LRP5,1
,LMOD2,1
,CHCHD1,1
,CLRN3,1
,C1ORF87,1
,VPS16,1
,ZBTB7A,1
,NLGN4Y,1
,LTN1,1
,VSIG4,1
,MSS51,1
,EDA2R,1
,UPF2,1
,RAB18,1
,ZNF536,1
,MKRN1,1
,MYOZ1,1
,AHNAK2,1
,AHCTF1,1
,PLEKHA5,1
,FERD3L,1
,GRB14,1
,MIR4676,1
,GOSR1,1
,AR,2
,CISH,1
,CYP2J2,1
,GTF3C2,1
,TWIST1,1
,PNPO,1
,ARNTL,1
,IDH3B,1
,ZC3H12B,2
,OR2Y1,1
,SMARCE1,1
,C11ORF63,1
,NEB,1
,CAMK2G,1
,CHST3,1
,KDM3B,1
,HYAL1,1
,B3GAT2,1
,KIF23,1
,OLFM2,1
,H2AFY,1
,HRNR,1
