PR-00-1823,,,,,,,,,,,
adenocarcinoma,,,,,,,,,,,
prostate,,,,,,,,,,,
,ACOT11,1,,,,,,,,,
,ADAM3A,1,,,,,,,,,
,ADAM5,1,,,,,,,,,
,C9ORF96,1,,,,,,,,,
,CACNA1G,1,,,,,,,,,
,CCDC88A,1,,,,,,,,,
,CCND3,1,,,,,,,,,
,CKMT1A,1,,,,,,,,,
,CTNNA3,1,,,,,,,,,
,EMR4P,1,,,,,,,,,
,GSTM1,1,,,,,,,,,
,HLA-DRB5,1,,,,,,,,,
,KIT,1,,,,,,,,,
,LAMB2,1,,,,,,,,,
,LCE3C,1,,,,,,,,,
,LOC440386,1,,,,,,,,,
,LOC646071,1,,,,,,,,,
,LRRTM3,1,,,,,,,,,
,MECOM,1,,,,,,,,,
,MGAT5,1,,,,,,,,,
,MGLL,1,,,,,,,,,
,OPRL1,1,,,,,,,,,
,OR7E84P,1,,,,,,,,,
,OR7E86P,1,,,,,,,,,
,PACRG,1,,,,,,,,,
,PPFIBP2,1,,,,,,,,,
,PTCH1,1,,,,,,,,,
,PTGR1,1,,,,,,,,,
,PVRL4,1,,,,,,,,,
,SF3A1,1,,,,,,,,,
,SLC24A3,1,,,,,,,,,
,SNTG1,1,,,,,,,,,
,SNX30,1,,,,,,,,,
,SPDEF,1,,,,,,,,,
,SRGAP3,1,,,,,,,,,
,SUMF1,1,,,,,,,,,
,SYNDIG1,1,,,,,,,,,
,TACC2,1,,,,,,,,,
,TBC1D22A,1,,,,,,,,,
,TFEB,1,,,,,,,,,
,TMC1,1,,,,,,,,,
,USP19,1,,,,,,,,,
,WLS,1,,,,,,,,,
,ZMIZ1,1,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
